run_id,network,per_weight,preset_name,time_burn,bio_efficiency,survivor_debuff,camera_uptime,final_val_loss,final_play_rate,norm_loss,norm_rate,combined_score
sweep_deep_q_anynet_mini_balanced_per20,deep_q_anynet_mini,20,balanced,2.0,0.75,2.0,0.5,123.64516560236613,93.63888888888889,0.022959292776493275,0.35407925407628277,0.39673616466482764
sweep_deep_q_multibranch_mini_time_burn_focused_per15,deep_q_multibranch_mini,15,time_burn_focused,3.0,1.0,0.5,0.5,4021.654192606608,170.61111111111111,0.9999999999997493,0.9999999999916084,0.40000000000493474
sweep_deep_q_multibranch_mini_balanced_per20,deep_q_multibranch_mini,20,balanced,2.0,0.75,2.0,0.5,509.61461035410565,96.55555555555556,0.11970300390038151,0.37855477855160186,0.42074833442919146
sweep_deep_q_anynet_mini_balanced_per10,deep_q_anynet_mini,10,balanced,2.0,0.75,2.0,0.5,258.08089621861774,90.55555555555556,0.05665577228883656,0.328205128202374,0.4257392319941102
sweep_deep_q_anynet_mini_time_burn_focused_per20,deep_q_anynet_mini,20,time_burn_focused,3.0,1.0,0.5,0.5,52.9385457833608,84.52777777777777,0.005236592455704183,0.2776223776200479,0.43552121041025293
sweep_deep_q_anynet_mini_time_burn_focused_per5,deep_q_anynet_mini,5,time_burn_focused,3.0,1.0,0.5,0.5,34.606509725252785,83.94444444444444,0.0006416453042294107,0.2727272727249841,0.4366202944867013
sweep_deep_q_anynet_mini_balanced_per15,deep_q_anynet_mini,15,balanced,2.0,0.75,2.0,0.5,112.4307637612025,84.16666666666667,0.020148389304985134,0.27459207458977036,0.4433041109681319
sweep_deep_q_anynet_mini_time_burn_focused_per15,deep_q_anynet_mini,15,time_burn_focused,3.0,1.0,0.5,0.5,32.04659674564997,79.86111111111111,0.0,0.2384615384595374,0.4569230769242775
sweep_deep_q_anynet_mini_time_burn_focused_per10,deep_q_anynet_mini,10,time_burn_focused,3.0,1.0,0.5,0.5,38.96041011810303,76.47222222222223,0.001732955737206862,0.21002331002154764,0.47467919628195415
sweep_deep_q_anynet_mini_balanced_per5,deep_q_anynet_mini,5,balanced,2.0,0.75,2.0,0.5,220.468088388443,78.63888888888889,0.047228076224394795,0.22820512820321318,0.48196815356783
sweep_deep_q_multibranch_mini_balanced_per15,deep_q_multibranch_mini,15,balanced,2.0,0.75,2.0,0.5,2407.883352915446,110.38888888888889,0.5955063747707986,0.4946386946345438,0.5414193331275932
sweep_deep_q_multibranch_mini_time_burn_focused_per20,deep_q_multibranch_mini,20,time_burn_focused,3.0,1.0,0.5,0.5,107.63047067324321,61.638888888888886,0.01894518999963536,0.08554778554706764,0.5562494046716135
sweep_deep_q_multibranch_mini_balanced_per5,deep_q_multibranch_mini,5,balanced,2.0,0.75,2.0,0.5,515.7424936294556,68.30555555555556,0.12123896530212583,0.14149184149065416,0.5636004812264578
sweep_deep_q_multibranch_mini_time_burn_focused_per10,deep_q_multibranch_mini,10,time_burn_focused,3.0,1.0,0.5,0.5,134.35818076133728,52.47222222222222,0.025644523065828685,0.008624708624636256,0.6050829840515497
sweep_deep_q_multibranch_mini_time_burn_focused_per5,deep_q_multibranch_mini,5,time_burn_focused,3.0,1.0,0.5,0.5,171.73102235794067,51.44444444444444,0.03501207130174209,0.0,0.6140048285206968
sweep_deep_q_multibranch_mini_balanced_per10,deep_q_multibranch_mini,10,balanced,2.0,0.75,2.0,0.5,1130.6061973571777,61.25,0.27535530104538586,0.0822843822836918,0.6607714910479392
