run_id,network,per_weight,preset_name,time_burn,bio_efficiency,survivor_debuff,camera_uptime,final_val_loss,final_play_rate,norm_loss,norm_rate,combined_score
sweep_multibranch_i7_time_burn_focused_per21,multibranch_i7,21,time_burn_focused,3.0,1.0,0.5,0.5,45.494299948215485,98.63888888888889,0.011323736794981,0.43203559510221284,0.06698780360526162
sweep_anynet_s1b10_time_burn_focused_per21,anynet_s1b10,21,time_burn_focused,3.0,1.0,0.5,0.5,49.26699451605479,98.58333333333333,0.01264122422948105,0.4315906562813043,0.06821803617840252
sweep_anynet_s5b10_time_burn_focused_per17,anynet_s5b10,17,time_burn_focused,3.0,1.0,0.5,0.5,13.068184013168016,82.69444444444444,0.0,0.3043381535014558,0.06956618464985442
sweep_anynet_s1b10_time_burn_focused_per13,anynet_s1b10,13,time_burn_focused,3.0,1.0,0.5,0.5,44.999559342861176,95.13888888888889,0.011150965180642616,0.4040044493849735,0.069635423724081
sweep_anynet_s5b10_time_burn_focused_per21,anynet_s5b10,21,time_burn_focused,3.0,1.0,0.5,0.5,17.50663983821869,83.61111111111111,0.00154998229327556,0.3116796440464471,0.0702270196593033
sweep_anynet_s5b10_time_burn_focused_per25,anynet_s5b10,25,time_burn_focused,3.0,1.0,0.5,0.5,14.649852871894836,79.72222222222223,0.0005523449644390558,0.28053392658284787,0.07244371780971036
sweep_anynet_s1b10_time_burn_focused_per17,anynet_s1b10,17,time_burn_focused,3.0,1.0,0.5,0.5,43.633483370145164,90.27777777777777,0.010673908823107543,0.3650723025554744,0.07309928768524934
sweep_anynet_s5b10_time_burn_focused_per21,anynet_s5b10,21,time_burn_focused,3.0,1.0,0.5,0.5,46.070387264092766,90.80555555555556,0.011524916028071652,0.36929922135410576,0.07344250228985391
sweep_anynet_s5b10_time_burn_focused_per13,anynet_s5b10,13,time_burn_focused,3.0,1.0,0.5,0.5,17.709391583998997,79.19444444444444,0.0016207865613087102,0.27630700778421646,0.07382800712675619
sweep_multibranch_i5_time_burn_focused_per17,multibranch_i5,17,time_burn_focused,3.0,1.0,0.5,0.5,71.40288873513539,97.91666666666667,0.0203714451526563,0.4262513904304016,0.07570916159435051
sweep_anynet_s1b10_time_burn_focused_per13,anynet_s1b10,13,time_burn_focused,3.0,1.0,0.5,0.5,93.25190353393555,104.75,0.028001483030361044,0.4809788654021546,0.07710344818710949
sweep_anynet_s5b10_time_burn_focused_per17,anynet_s5b10,17,time_burn_focused,3.0,1.0,0.5,0.5,42.54567680756251,83.05555555555556,0.010294028752882258,0.30723025583736147,0.0785416002938579
sweep_multibranch_i7_time_burn_focused_per25,multibranch_i7,25,time_burn_focused,3.0,1.0,0.5,0.5,24.806293666362762,75.36111111111111,0.004099142322492546,0.2456062291415258,0.07912860517609072
